,Antelope Valley Ranch (AVR),Rivendell,waterYear,Rivendell_WY_Rain_mm,AVR_WY_Rain_mm,date
2015-02-16,0.0,0.0,2015,429.7990072965622,77.8099993467331,2015-02-16
2015-02-17,0.0,0.0,2015,429.7990072965622,77.8099993467331,2015-02-17
2015-02-18,0.0,0.0,2015,429.7990072965622,77.8099993467331,2015-02-18
2015-02-19,0.0,0.0,2015,429.7990072965622,77.8099993467331,2015-02-19
2015-02-20,0.0,0.0,2015,429.7990072965622,77.8099993467331,2015-02-20
2015-02-21,0.0,0.0,2015,429.7990072965622,77.8099993467331,2015-02-21
2015-02-22,0.0,0.0,2015,429.7990072965622,77.8099993467331,2015-02-22
2015-02-23,0.0,0.0,2015,429.7990072965622,77.8099993467331,2015-02-23
2015-02-24,0.0,0.0,2015,429.7990072965622,77.8099993467331,2015-02-24
2015-02-25,0.0,0.0,2015,429.7990072965622,77.8099993467331,2015-02-25
2015-02-26,0.0,0.0,2015,429.7990072965622,77.8099993467331,2015-02-26
2015-02-27,0.0,1.194000005722046,2015,430.99300730228424,77.8099993467331,2015-02-27
2015-02-28,0.3970000147819519,2.7850000858306885,2015,433.77800738811493,78.20699936151505,2015-02-28
2015-03-01,0.0,0.0,2015,433.77800738811493,78.20699936151505,2015-03-01
2015-03-02,0.0,0.0,2015,433.77800738811493,78.20699936151505,2015-03-02
2015-03-03,0.0,0.0,2015,433.77800738811493,78.20699936151505,2015-03-03
2015-03-04,0.0,0.0,2015,433.77800738811493,78.20699936151505,2015-03-04
2015-03-05,0.0,0.0,2015,433.77800738811493,78.20699936151505,2015-03-05
2015-03-06,0.0,0.0,2015,433.77800738811493,78.20699936151505,2015-03-06
2015-03-07,0.0,0.0,2015,433.77800738811493,78.20699936151505,2015-03-07
2015-03-08,0.0,0.0,2015,433.77800738811493,78.20699936151505,2015-03-08
2015-03-09,0.0,0.0,2015,433.77800738811493,78.20699936151505,2015-03-09
2015-03-10,0.0,0.0,2015,433.77800738811493,78.20699936151505,2015-03-10
2015-03-11,1.2350000143051147,0.0,2015,433.77800738811493,79.44199937582016,2015-03-11
2015-03-12,0.9179999828338623,2.7149999141693115,2015,436.49300730228424,80.35999935865402,2015-03-12
2015-03-13,0.0,0.0,2015,436.49300730228424,80.35999935865402,2015-03-13
2015-03-14,0.0,0.0,2015,436.49300730228424,80.35999935865402,2015-03-14
2015-03-15,0.0,0.0,2015,436.49300730228424,80.35999935865402,2015-03-15
2015-03-16,0.0,6.215000152587891,2015,442.70800745487213,80.35999935865402,2015-03-16
2015-03-17,0.0,0.0,2015,442.70800745487213,80.35999935865402,2015-03-17
2015-03-18,0.0,0.0,2015,442.70800745487213,80.35999935865402,2015-03-18
2015-03-19,0.0,0.0,2015,442.70800745487213,80.35999935865402,2015-03-19
2015-03-20,0.0,0.0,2015,442.70800745487213,80.35999935865402,2015-03-20
2015-03-21,0.0,1.3389999866485596,2015,444.0470074415207,80.35999935865402,2015-03-21
2015-03-22,0.0,5.013000011444092,2015,449.0600074529648,80.35999935865402,2015-03-22
2015-03-23,1.906999945640564,23.672000885009766,2015,472.73200833797455,82.26699930429459,2015-03-23
2015-03-24,0.0,26.933000564575195,2015,499.66500890254974,82.26699930429459,2015-03-24
2015-03-25,0.0,7.184999942779541,2015,506.8500088453293,82.26699930429459,2015-03-25
2015-03-26,0.0,0.0,2015,506.8500088453293,82.26699930429459,2015-03-26
2015-03-27,0.0,0.0,2015,506.8500088453293,82.26699930429459,2015-03-27
2015-03-28,0.0,0.0,2015,506.8500088453293,82.26699930429459,2015-03-28
2015-03-29,0.0,0.0,2015,506.8500088453293,82.26699930429459,2015-03-29
2015-03-30,0.0,0.0,2015,506.8500088453293,82.26699930429459,2015-03-30
2015-03-31,0.0,1.4950000047683716,2015,508.34500885009766,82.26699930429459,2015-03-31
2015-04-01,0.0,0.0,2015,508.34500885009766,82.26699930429459,2015-04-01
2015-04-02,0.0,0.0,2015,508.34500885009766,82.26699930429459,2015-04-02
2015-04-03,0.0,0.0,2015,508.34500885009766,82.26699930429459,2015-04-03
2015-04-04,0.0,0.0,2015,508.34500885009766,82.26699930429459,2015-04-04
2015-04-05,1.6859999895095825,22.417999267578125,2015,530.7630081176758,83.95299929380417,2015-04-05
2015-04-06,2.555999994277954,9.717000007629395,2015,540.4800081253052,86.50899928808212,2015-04-06
2015-04-07,16.520000457763672,39.48500061035156,2015,579.9650087356567,103.0289997458458,2015-04-07
2015-04-08,7.5370001792907715,6.5,2015,586.4650087356567,110.56599992513657,2015-04-08
2015-04-09,0.0,0.0,2015,586.4650087356567,110.56599992513657,2015-04-09
2015-04-10,0.0,0.0,2015,586.4650087356567,110.56599992513657,2015-04-10
2015-04-11,0.0,0.0,2015,586.4650087356567,110.56599992513657,2015-04-11
2015-04-12,0.0,0.0,2015,586.4650087356567,110.56599992513657,2015-04-12
2015-04-13,0.0,0.0,2015,586.4650087356567,110.56599992513657,2015-04-13
2015-04-14,0.0,1.1349999904632568,2015,587.60000872612,110.56599992513657,2015-04-14
2015-04-15,0.0,0.0,2015,587.60000872612,110.56599992513657,2015-04-15
2015-04-16,0.0,0.0,2015,587.60000872612,110.56599992513657,2015-04-16
2015-04-17,0.0,0.0,2015,587.60000872612,110.56599992513657,2015-04-17
2015-04-18,0.0,0.0,2015,587.60000872612,110.56599992513657,2015-04-18
2015-04-19,0.0,0.0,2015,587.60000872612,110.56599992513657,2015-04-19
2015-04-20,0.0,0.0,2015,587.60000872612,110.56599992513657,2015-04-20
2015-04-21,0.0,0.0,2015,587.60000872612,110.56599992513657,2015-04-21
2015-04-22,0.0,0.0,2015,587.60000872612,110.56599992513657,2015-04-22
2015-04-23,0.0,0.0,2015,587.60000872612,110.56599992513657,2015-04-23
2015-04-24,1.2589999437332153,0.0,2015,587.60000872612,111.82499986886978,2015-04-24
2015-04-25,8.001999855041504,9.309000015258789,2015,596.9090087413788,119.82699972391129,2015-04-25
2015-04-26,0.0,0.0,2015,596.9090087413788,119.82699972391129,2015-04-26
2015-04-27,0.0,0.0,2015,596.9090087413788,119.82699972391129,2015-04-27
2015-04-28,0.0,0.0,2015,596.9090087413788,119.82699972391129,2015-04-28
2015-04-29,0.0,0.0,2015,596.9090087413788,119.82699972391129,2015-04-29
2015-04-30,0.0,0.0,2015,596.9090087413788,119.82699972391129,2015-04-30
2015-05-01,0.0,0.0,2015,596.9090087413788,119.82699972391129,2015-05-01
2015-05-02,0.0,0.0,2015,596.9090087413788,119.82699972391129,2015-05-02
2015-05-03,0.0,0.0,2015,596.9090087413788,119.82699972391129,2015-05-03
2015-05-04,0.0,0.0,2015,596.9090087413788,119.82699972391129,2015-05-04
2015-05-05,0.0,0.0,2015,596.9090087413788,119.82699972391129,2015-05-05
2015-05-06,0.0,0.0,2015,596.9090087413788,119.82699972391129,2015-05-06
2015-05-07,0.0,0.0,2015,596.9090087413788,119.82699972391129,2015-05-07
2015-05-08,0.0,0.0,2015,596.9090087413788,119.82699972391129,2015-05-08
2015-05-09,0.0,0.0,2015,596.9090087413788,119.82699972391129,2015-05-09
2015-05-10,0.0,0.0,2015,596.9090087413788,119.82699972391129,2015-05-10
2015-05-11,0.0,0.0,2015,596.9090087413788,119.82699972391129,2015-05-11
2015-05-12,0.0,0.0,2015,596.9090087413788,119.82699972391129,2015-05-12
2015-05-13,0.0,0.0,2015,596.9090087413788,119.82699972391129,2015-05-13
2015-05-14,0.7229999899864197,0.0,2015,596.9090087413788,120.5499997138977,2015-05-14
2015-05-15,0.49000000953674316,16.926000595092773,2015,613.8350093364716,121.03999972343445,2015-05-15
2015-05-16,0.5350000262260437,0.0,2015,613.8350093364716,121.57499974966049,2015-05-16
2015-05-17,0.0,0.0,2015,613.8350093364716,121.57499974966049,2015-05-17
2015-05-18,0.6430000066757202,0.0,2015,613.8350093364716,122.21799975633621,2015-05-18
2015-05-19,0.0,1.1319999694824219,2015,614.967009305954,122.21799975633621,2015-05-19
2015-05-20,0.0,0.0,2015,614.967009305954,122.21799975633621,2015-05-20
2015-05-21,1.312999963760376,0.11500000208616257,2015,615.0820093080401,123.53099972009659,2015-05-21
2015-05-22,0.0,0.0,2015,615.0820093080401,123.53099972009659,2015-05-22
2015-05-23,0.0,0.0,2015,615.0820093080401,123.53099972009659,2015-05-23
2015-05-24,0.023000000044703484,0.0,2015,615.0820093080401,123.55399972014129,2015-05-24
2015-05-25,0.0,0.0,2015,615.0820093080401,123.55399972014129,2015-05-25
2015-05-26,0.0,0.0,2015,615.0820093080401,123.55399972014129,2015-05-26
2015-05-27,0.0,0.0,2015,615.0820093080401,123.55399972014129,2015-05-27
2015-05-28,0.0,0.0,2015,615.0820093080401,123.55399972014129,2015-05-28
2015-05-29,0.0,0.0,2015,615.0820093080401,123.55399972014129,2015-05-29
2015-05-30,0.0,0.0,2015,615.0820093080401,123.55399972014129,2015-05-30
2015-05-31,0.0,0.0,2015,615.0820093080401,123.55399972014129,2015-05-31
2015-06-01,0.0,0.0,2015,615.0820093080401,123.55399972014129,2015-06-01
2015-06-02,0.0,1.031000018119812,2015,616.11300932616,123.55399972014129,2015-06-02
2015-06-03,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-03
2015-06-04,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-04
2015-06-05,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-05
2015-06-06,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-06
2015-06-07,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-07
2015-06-08,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-08
2015-06-09,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-09
2015-06-10,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-10
2015-06-11,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-11
2015-06-12,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-12
2015-06-13,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-13
2015-06-14,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-14
2015-06-15,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-15
2015-06-16,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-16
2015-06-17,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-17
2015-06-18,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-18
2015-06-19,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-19
2015-06-20,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-20
2015-06-21,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-21
2015-06-22,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-22
2015-06-23,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-23
2015-06-24,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-24
2015-06-25,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-25
2015-06-26,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-26
2015-06-27,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-27
2015-06-28,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-28
2015-06-29,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-29
2015-06-30,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-06-30
2015-07-01,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-07-01
2015-07-02,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-07-02
2015-07-03,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-07-03
2015-07-04,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-07-04
2015-07-05,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-07-05
2015-07-06,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-07-06
2015-07-07,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-07-07
2015-07-08,0.0,0.0,2015,616.11300932616,123.55399972014129,2015-07-08
2015-07-09,0.5360000133514404,1.378000020980835,2015,617.4910093471408,124.08999973349273,2015-07-09
2015-07-10,3.240000009536743,4.958000183105469,2015,622.4490095302463,127.32999974302948,2015-07-10
2015-07-11,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-11
2015-07-12,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-12
2015-07-13,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-13
2015-07-14,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-14
2015-07-15,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-15
2015-07-16,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-16
2015-07-17,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-17
2015-07-18,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-18
2015-07-19,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-19
2015-07-20,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-20
2015-07-21,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-21
2015-07-22,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-22
2015-07-23,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-23
2015-07-24,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-24
2015-07-25,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-25
2015-07-26,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-26
2015-07-27,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-27
2015-07-28,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-28
2015-07-29,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-29
2015-07-30,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-30
2015-07-31,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-07-31
2015-08-01,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-01
2015-08-02,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-02
2015-08-03,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-03
2015-08-04,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-04
2015-08-05,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-05
2015-08-06,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-06
2015-08-07,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-07
2015-08-08,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-08
2015-08-09,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-09
2015-08-10,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-10
2015-08-11,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-11
2015-08-12,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-12
2015-08-13,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-13
2015-08-14,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-14
2015-08-15,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-15
2015-08-16,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-16
2015-08-17,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-17
2015-08-18,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-18
2015-08-19,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-19
2015-08-20,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-20
2015-08-21,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-21
2015-08-22,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-22
2015-08-23,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-23
2015-08-24,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-24
2015-08-25,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-25
2015-08-26,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-26
2015-08-27,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-27
2015-08-28,0.0,0.0,2015,622.4490095302463,127.32999974302948,2015-08-28
2015-08-29,0.08699999749660492,4.788000106811523,2015,627.2370096370578,127.41699974052608,2015-08-29
2015-08-30,0.0,1.2899999618530273,2015,628.5270095989108,127.41699974052608,2015-08-30
2015-08-31,0.0,0.0,2015,628.5270095989108,127.41699974052608,2015-08-31
2015-09-01,0.0,0.0,2015,628.5270095989108,127.41699974052608,2015-09-01
2015-09-02,0.0,0.0,2015,628.5270095989108,127.41699974052608,2015-09-02
2015-09-03,0.0,0.0,2015,628.5270095989108,127.41699974052608,2015-09-03
2015-09-04,0.0,0.0,2015,628.5270095989108,127.41699974052608,2015-09-04
2015-09-05,0.0,0.0,2015,628.5270095989108,127.41699974052608,2015-09-05
2015-09-06,0.0,0.0,2015,628.5270095989108,127.41699974052608,2015-09-06
2015-09-07,0.0,0.0,2015,628.5270095989108,127.41699974052608,2015-09-07
2015-09-08,0.0,0.0,2015,628.5270095989108,127.41699974052608,2015-09-08
2015-09-09,0.0,0.0,2015,628.5270095989108,127.41699974052608,2015-09-09
2015-09-10,0.0,0.0,2015,628.5270095989108,127.41699974052608,2015-09-10
2015-09-11,0.0,0.0,2015,628.5270095989108,127.41699974052608,2015-09-11
2015-09-12,0.0,0.0,2015,628.5270095989108,127.41699974052608,2015-09-12
2015-09-13,0.0,0.0,2015,628.5270095989108,127.41699974052608,2015-09-13
2015-09-14,0.0,0.6899999976158142,2015,629.2170095965266,127.41699974052608,2015-09-14
2015-09-15,0.0,0.0,2015,629.2170095965266,127.41699974052608,2015-09-15
2015-09-16,0.0,2.568000078201294,2015,631.7850096747279,127.41699974052608,2015-09-16
2015-09-17,5.788000106811523,36.625999450683594,2015,668.4110091254115,133.2049998473376,2015-09-17
2015-09-18,0.0,0.0,2015,668.4110091254115,133.2049998473376,2015-09-18
2015-09-19,0.0,0.0,2015,668.4110091254115,133.2049998473376,2015-09-19
2015-09-20,0.0,0.0,2015,668.4110091254115,133.2049998473376,2015-09-20
2015-09-21,0.0,0.0,2015,668.4110091254115,133.2049998473376,2015-09-21
2015-09-22,0.0,0.0,2015,668.4110091254115,133.2049998473376,2015-09-22
2015-09-23,0.0,0.0,2015,668.4110091254115,133.2049998473376,2015-09-23
2015-09-24,0.0,0.0,2015,668.4110091254115,133.2049998473376,2015-09-24
2015-09-25,0.0,0.0,2015,668.4110091254115,133.2049998473376,2015-09-25
2015-09-26,0.0,0.0,2015,668.4110091254115,133.2049998473376,2015-09-26
2015-09-27,0.0,0.0,2015,668.4110091254115,133.2049998473376,2015-09-27
2015-09-28,0.0,0.0,2015,668.4110091254115,133.2049998473376,2015-09-28
2015-09-29,0.0,0.0,2015,668.4110091254115,133.2049998473376,2015-09-29
2015-09-30,0.0,0.0,2015,668.4110091254115,133.2049998473376,2015-09-30
2015-10-01,0.0,0.0,2016,0.0,0.0,2015-10-01
2015-10-02,0.03099999949336052,0.0,2016,0.0,0.03099999949336052,2015-10-02
2015-10-03,0.0,0.0,2016,0.0,0.03099999949336052,2015-10-03
2015-10-04,0.0,0.0,2016,0.0,0.03099999949336052,2015-10-04
2015-10-05,0.0,0.0,2016,0.0,0.03099999949336052,2015-10-05
2015-10-06,0.0,0.0,2016,0.0,0.03099999949336052,2015-10-06
2015-10-07,0.0,0.0,2016,0.0,0.03099999949336052,2015-10-07
2015-10-08,0.0,0.0,2016,0.0,0.03099999949336052,2015-10-08
2015-10-09,0.0,0.0,2016,0.0,0.03099999949336052,2015-10-09
2015-10-10,0.0,0.0,2016,0.0,0.03099999949336052,2015-10-10
2015-10-11,0.0,0.0,2016,0.0,0.03099999949336052,2015-10-11
2015-10-12,0.0,0.0,2016,0.0,0.03099999949336052,2015-10-12
2015-10-13,0.0,0.0,2016,0.0,0.03099999949336052,2015-10-13
2015-10-14,0.0,0.0,2016,0.0,0.03099999949336052,2015-10-14
2015-10-15,0.0,0.0,2016,0.0,0.03099999949336052,2015-10-15
2015-10-16,0.0,0.0,2016,0.0,0.03099999949336052,2015-10-16
2015-10-17,0.0,11.755000114440918,2016,11.755000114440918,0.03099999949336052,2015-10-17
2015-10-18,0.4740000069141388,1.9190000295639038,2016,13.674000144004822,0.5050000064074993,2015-10-18
2015-10-19,0.0,0.26899999380111694,2016,13.943000137805939,0.5050000064074993,2015-10-19
2015-10-20,0.0,0.0,2016,13.943000137805939,0.5050000064074993,2015-10-20
2015-10-21,0.0,0.0,2016,13.943000137805939,0.5050000064074993,2015-10-21
2015-10-22,0.0,0.0,2016,13.943000137805939,0.5050000064074993,2015-10-22
2015-10-23,0.0,0.0,2016,13.943000137805939,0.5050000064074993,2015-10-23
2015-10-24,0.0,0.0,2016,13.943000137805939,0.5050000064074993,2015-10-24
2015-10-25,0.0,0.0010000000474974513,2016,13.944000137853436,0.5050000064074993,2015-10-25
2015-10-26,0.0,0.5109999775886536,2016,14.45500011544209,0.5050000064074993,2015-10-26
2015-10-27,0.0,0.0,2016,14.45500011544209,0.5050000064074993,2015-10-27
2015-10-28,1.1690000295639038,7.830999851226807,2016,22.285999966668896,1.6740000359714031,2015-10-28
2015-10-29,0.0,0.007000000216066837,2016,22.292999966884963,1.6740000359714031,2015-10-29
2015-10-30,0.0,0.0,2016,22.292999966884963,1.6740000359714031,2015-10-30
2015-10-31,0.0,0.0,2016,22.292999966884963,1.6740000359714031,2015-10-31
2015-11-01,2.433000087738037,9.300999641418457,2016,31.59399960830342,4.10700012370944,2015-11-01
2015-11-02,11.864999771118164,6.824999809265137,2016,38.41899941756856,15.971999894827604,2015-11-02
2015-11-03,1.9500000476837158,0.0,2016,38.41899941756856,17.92199994251132,2015-11-03
2015-11-04,0.0,0.0,2016,38.41899941756856,17.92199994251132,2015-11-04
2015-11-05,0.0,0.0,2016,38.41899941756856,17.92199994251132,2015-11-05
2015-11-06,0.0,0.0,2016,38.41899941756856,17.92199994251132,2015-11-06
2015-11-07,0.0,0.0,2016,38.41899941756856,17.92199994251132,2015-11-07
2015-11-08,2.055000066757202,14.706999778747559,2016,53.125999196316116,19.977000009268522,2015-11-08
2015-11-09,7.814000129699707,15.385000228881836,2016,68.51099942519795,27.79100013896823,2015-11-09
2015-11-10,10.371999740600586,5.165999889373779,2016,73.67699931457173,38.162999879568815,2015-11-10
2015-11-11,0.0,0.0,2016,73.67699931457173,38.162999879568815,2015-11-11
2015-11-12,0.0,0.0,2016,73.67699931457173,38.162999879568815,2015-11-12
2015-11-13,0.0,0.0,2016,73.67699931457173,38.162999879568815,2015-11-13
2015-11-14,0.0,0.0,2016,73.67699931457173,38.162999879568815,2015-11-14
2015-11-15,8.133999824523926,26.266000747680664,2016,99.9430000622524,46.29699970409274,2015-11-15
2015-11-16,2.7179999351501465,4.035999774932861,2016,103.97899983718526,49.01499963924289,2015-11-16
2015-11-17,0.0,0.2240000069141388,2016,104.2029998440994,49.01499963924289,2015-11-17
2015-11-18,0.0,5.035999774932861,2016,109.23899961903226,49.01499963924289,2015-11-18
2015-11-19,0.23100000619888306,0.0,2016,109.23899961903226,49.24599964544177,2015-11-19
2015-11-20,0.0,1.0770000219345093,2016,110.31599964096677,49.24599964544177,2015-11-20
2015-11-21,0.0,0.0,2016,110.31599964096677,49.24599964544177,2015-11-21
2015-11-22,0.0,0.0,2016,110.31599964096677,49.24599964544177,2015-11-22
2015-11-23,0.0,0.0,2016,110.31599964096677,49.24599964544177,2015-11-23
2015-11-24,2.122999906539917,13.901000022888184,2016,124.21699966385495,51.36899955198169,2015-11-24
2015-11-25,1.4800000190734863,4.284999847412109,2016,128.50199951126706,52.848999571055174,2015-11-25
2015-11-26,0.0,0.0,2016,128.50199951126706,52.848999571055174,2015-11-26
2015-11-27,0.0,0.0,2016,128.50199951126706,52.848999571055174,2015-11-27
2015-11-28,0.0,0.0,2016,128.50199951126706,52.848999571055174,2015-11-28
